"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"68","Pattern_11","UKB_IDP_0434_Volume_of_V1_in_the_right_hemisphere",0.214497226949887,0.310314636389761,0.0297926181150992,1.44670698452554,0.138895120178219,0.00107597146704221,1.18298725762851e-08,8.41192578284694e-09,1.40632155842456,0.159628661284965,0.479630752103504
"69","Pattern_11","UKB_IDP_0442_Volume_of_entorhinal_in_the_left_hemisphere_DKT_parcellation",0.214497226949887,0.285827940445736,0.0360473534643803,1.33254841803859,0.168055102515624,0.0459169791946183,4.43230018141988e-09,6.32645620315407e-09,0.700597623549523,0.483554161915346,0.755846796780299
"70","Pattern_21","Demontis 2023 -  Attention Deficit Hyperactivity Disorder",0.182032905215967,0.197660899520665,0.0137175611298257,1.08585257861021,0.0753575905056887,0.25969458567705,1.78271458691332e-09,1.75218028163705e-09,1.01742646324483,0.30895059834439,0.634299385983612
"71","Pattern_21","Grove 2019  - Autism Spectrum Disorder",0.182032905215967,0.190658476147265,0.0262357352520596,1.04738467982514,0.144126333757807,0.741651883621627,1.96246106479247e-09,5.74476135438279e-09,0.341608805611267,0.732645309547627,0.897630815536591
"72","Pattern_21","Chambers_total_cerebellar_volume",0.182032905215967,0.30459521110517,0.0247416527802672,1.67329753235435,0.135918573353061,1.08423310217787e-09,2.35607159856531e-08,1.06099321631196e-08,2.22062833422731,0.0263761450649514,0.214112236409606
"73","Pattern_21","Davies reaction time",0.182032905215967,0.228045001317808,0.0132381625181404,1.25276801492154,0.0727240083458232,0.00067205036315831,4.06976163129122e-09,1.35895191896557e-09,2.99477970816591,0.00274643115647128,0.0780309557985664
"74","Pattern_21","Gui_age_onset_walking",0.182032905215967,0.202098910421102,0.0165437614173534,1.11023284598644,0.0908833564883537,0.220739692509423,6.41469195137937e-09,4.71565805196647e-09,1.36029624724473,0.173736195461837,0.4980093911458
"75","Pattern_21","Huang_neurodev_disorders",0.182032905215967,-0.0194767256599523,0.180151471982578,-0.106995631569165,0.989664323430116,0.101859341210484,-1.25247073521341e-08,6.41381675156453e-09,-1.95276975274962,0.0508468841648783,0.291484885228339
"76","Pattern_21","Lee_cognitive_performance",0.182032905215967,0.210093636678713,0.0102596950601569,1.15415197285048,0.056361760792559,0.00594329921018428,4.86803750905e-10,4.98891619772528e-10,0.9757705513814,0.329178181200202,0.651529341416924
"77","Pattern_21","Lee_educ_attainment",0.182032905215967,0.200776149143227,0.00815147790904793,1.10296624066414,0.0447802439859809,0.0216688122810772,1.16771435523966e-09,6.66792775704305e-10,1.75124026202332,0.0799045329035765,0.364226361342868
