cell	trait	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score
Pattern_11	LDL Cholesterol	0.21449722694988665	0.38010375767788657	0.046456798246008915	1.7720683995914355	0.21658461000459783	0.0003111032433660411	-4.3424857129688e-10	4.260739899081946e-09	-0.10191858258948094
Pattern_11	Systemic Lupus Erythematosus	0.21449722694988665	0.3649381529059566	0.045229587999646416	1.7013653653956922	0.21086327614954892	3.101572744893709e-05	-9.155297531532845e-09	1.713600093212966e-08	-0.5342727027031636
Pattern_11	Multiple Sclerosis	0.21449722694988665	0.796245805811509	0.285539542247899	3.712149649363706	1.3312038869136993	1.9091489104399894e-06	-1.654547013276929e-10	9.774838202483047e-09	-0.016926592328215046
Pattern_11	Neuroticism	0.21449722694988665	0.21479416314860644	0.014427672807252531	1.0013843358394052	0.06726274746024243	0.9835925799684436	1.1797717035350077e-09	1.5148441792001698e-09	0.7788072989513161
Pattern_11	Primary Biliary Cirrhosis	0.21449722694988665	0.3655588349099934	0.042333986526460365	1.7042590252012886	0.19736379406131402	0.00012854256240995665	-4.40366423441696e-09	1.764026063064752e-08	-0.24963714123170044
Pattern_11	Rheumatoid Arthritis	0.21449722694988665	0.30087676335595964	0.03644880258998213	1.4027070076120565	0.1699266844064969	0.017305374380502777	-4.0076045614279045e-09	6.82827106789833e-09	-0.5869135131832725
Pattern_11	Schizophrenia	0.21449722694988665	0.26709371972703344	0.01185926671547441	1.245208264577868	0.05528867148592606	8.80351106559119e-06	1.3329863202668237e-08	5.817617133914666e-09	2.2912926196122143
Pattern_11	Subjective Well-Being	0.21449722694988665	0.22031135152482983	0.040274366393504187	1.0271058262972395	0.18776171126405078	0.8852602305868715	-1.354686960391759e-09	1.1112473287805085e-09	-1.219068811511478
Pattern_11	Triglycerides	0.21449722694988665	0.2788273985143297	0.02833552395502697	1.29991143698782	0.13210205259039104	0.021033069336766682	-7.856897157301277e-09	3.848487562633127e-09	-2.0415545144507634
Pattern_11	Type 1 Diabetes	0.21449722694988665	0.4465512271595192	0.10415606181875908	2.0818508169518095	0.485582323370051	0.003270415075494337	-4.1838923946464714e-09	9.772739808095899e-09	-0.42811867263471665
Pattern_11	Type 2 Diabetes	0.21449722694988665	0.24002697563515915	0.03848343618423856	1.1190213460952436	0.1794122783378897	0.5065583185068261	-5.623035568288913e-09	3.897935163670394e-09	-1.442567752459515
Pattern_11	Ulcerative Colitis	0.21449722694988665	0.2989573057473908	0.0335950798711941	1.3937583716046675	0.15662244379058093	0.017502307959172944	-1.731239502244166e-08	9.617053669738247e-09	-1.8001766047035965
Pattern_11	Years of Education (EduYears)	0.21449722694988665	0.27406295855164337	0.0230712782568635	1.2776993085121475	0.10755979732201237	0.011743882257351254	3.804303062421734e-09	1.9875957458946794e-09	1.9140225421992427
Pattern_11	Years of Education (College)	0.21449722694988665	0.24270714944551156	0.010082240982610452	1.1315164904309725	0.04700406213160967	0.0054564865470409585	1.630140117044153e-09	1.1960263426660233e-09	1.362963388758195
Pattern_11	Savage cognition-intelligence	0.21449722694988665	0.25166793394548603	0.013279899017745001	1.173292249620941	0.06191175152510296	0.005685962270339315	2.6204431596521293e-09	2.4837611093168546e-09	1.0550302723649894
Pattern_11	Tissink 2022 - Cerebellar Volume	0.21449722694988665	0.3426021021085988	0.02642747094826613	1.5972332462304584	0.12320658557716657	6.833758928478236e-07	2.1185088457657284e-08	1.0830841720285672e-08	1.955996496373738
